"","species","ctg","orthogroup","gene","gene_orientation","start_gene","end_gene","value"
"58115","AGAMB","X","EOG091702I7","AGAP000535","-",9591119,9594691,NA
"58116","AGAMB","X","EOG091708C5","AGAP000536","-",9622662,9623406,NA
"58117","AGAMB","X","EOG091709E3","AGAP000537","+",9628331,9630253,NA
"58118","AGAMB","X","EOG09170ARU","AGAP000538","-",9631418,9634853,NA
"58119","AGAMB","X","EOG0917015K","AGAP000539","-",9649892,9653790,NA
"58120","AGAMB","X","EOG091703W2","AGAP000540","+",9667147,9670481,NA
"58121","AGAMB","X","EOG0917097T","AGAP000543","+",9799822,9802202,NA
"58122","AGAMB","X","EOG091700HQ","AGAP000545","-",9814281,9820409,NA
"58123","AGAMB","X","EOG09170B0E","AGAP000546","+",9828286,9828754,NA
"58124","AGAMB","X","EOG0917041U","AGAP000547","-",9831843,9833441,NA
"58125","AGAMB","X","EOG091705YK","AGAP000548","+",9838307,9839464,NA
"58126","AGAMB","X","EOG091704CM","AGAP000549","-",9839943,9843691,NA
"58127","AGAMB","X","EOG091700GD","AGAP000550","+",9847202,9853829,NA
"58128","AGAMB","X","EOG0917013P","AGAP000551","+",9857661,9862680,NA
"58129","AGAMB","X","EOG09170171","AGAP000552","-",9865700,9869766,NA
"58130","AGAMB","X","EOG09170268","AGAP000553","+",9877761,9884240,NA
"58131","AGAMB","X","EOG091703NW","AGAP000554","-",9885506,9888765,NA
"58132","AGAMB","X","EOG091701QA","AGAP000555","+",9891167,9893565,NA
"58133","AGAMB","X","EOG09170ANR","AGAP000556","-",9893768,9894079,NA
"58134","AGAMB","X","EOG091702UF","AGAP000558","+",9898645,9925996,NA
"58135","AGAMB","X","EOG0917047R","AGAP000559","-",9929565,9933677,NA
"58136","AGAMB","X","EOG091701TV","AGAP000560","+",9935801,9938246,NA
"58137","AGAMB","X","EOG0917036Q","AGAP000562","+",9974551,10002498,NA
"58138","AGAMB","X","EOG091701OE","AGAP000563","-",10012237,10016841,NA
"58139","AGAMB","X","EOG091707F5","AGAP000564","-",10020009,10022537,NA
"58140","AGAMB","X","EOG0917036U","AGAP000565","+",10022230,10031999,NA
"58141","AGAMB","X","EOG09170AKF","AGAP000566","-",10037064,10038779,NA
"58142","AGAMB","X","EOG091702MD","AGAP000567","+",10047968,10070989,NA
"58143","AGAMB","X","EOG091704XB","AGAP000569","+",10075921,10080884,NA
"58144","AGAMB","X","EOG091709HP","AGAP000570","+",10081739,10082248,NA
"58145","AGAMB","X","EOG0917053Z","AGAP000571","+",10086549,10087909,0.016
"58146","AGAMB","X","EOG091704YL","AGAP000572","+",10095053,10096272,NA
"58147","AGAMB","X","EOG091705H7","AGAP000573","+",10098790,10104108,0.011
"58148","AGAMB","X","EOG091706NK","AGAP000574","-",10111155,10112111,NA
"58149","AGAMB","X","EOG091701A8","AGAP000575","-",10113259,10132209,NA
"58150","AGAMB","X","EOG091700JE","AGAP000576","+",10135398,10146715,NA
"58151","AGAMB","X","EOG091701K8","AGAP000577","-",10149615,10156281,NA
"58152","AGAMB","X","EOG0917021C","AGAP000578","-",10169730,10173933,NA
"58153","AGAMB","X","EOG091700KB","AGAP000579","+",10177933,10183042,NA
"58154","AGAMB","X","EOG091706MR","AGAP000580","+",10205844,10206981,NA
"58155","AGAMB","X","EOG091706Q4","AGAP000585","+",10410448,10477827,NA
"58156","AGAMB","2R","EOG09170AA6","AGAP000586","+",28522599,28523847,NA
"58157","AGAMB","X","EOG091703RI","AGAP000587","+",10498796,10500896,NA
"58158","AGAMB","X","EOG091708GW","AGAP000588","+",10517879,10519519,NA
"58159","AGAMB","X","EOG0917028G","AGAP000589","-",10529348,10531097,NA
"58160","AGAMB","X","EOG0917047A","AGAP000591","+",10547793,10588150,0.014
"58161","AGAMB","X","EOG091705NM","AGAP000592","+",10596329,10603998,NA
"58162","AGAMB","X","EOG091703H9","AGAP000594","+",10643530,10645160,NA
"58163","AGAMB","X","EOG0917070J","AGAP000598","-",10676788,10677676,NA
"58164","AGAMB","X","EOG091703CN","AGAP000599","-",10680475,10681988,NA
"58165","AGAMB","X","EOG091703B9","AGAP000601","+",10694514,10696622,NA
"58166","AGAMB","X","EOG091700N4","AGAP000602","-",10709824,10717178,NA
"58167","AGAMB","X","EOG09170AW5","AGAP000603","-",10719577,10720090,NA
"58168","AGAMB","X","EOG09170AKY","AGAP000604","+",10722026,10722444,NA
"58169","AGAMB","X","EOG0917069J","AGAP000606","+",10929172,11101428,NA
"58170","AGAMB","X","EOG091705UA","AGAP000607","-",11074262,11075440,NA
"58171","AGAMB","X","EOG091700FB","AGAP000609","+",11075771,11076976,NA
"58172","AGAMB","X","EOG091700FB","AGAP000610","+",11077270,11078565,NA
"58173","AGAMB","X","EOG0917054M","AGAP000611","+",11079041,11080288,NA
"58174","AGAMB","X","EOG091700FB","AGAP000612","+",11082881,11084086,NA
"58175","AGAMB","X","EOG091702C7","AGAP000614","-",11191463,11196870,NA
"58176","AGAMB","X","EOG091701VU","AGAP000615","+",11202832,11206994,NA
"58177","AGAMB","X","EOG091704BD","AGAP000616","-",11207888,11209171,NA
"58178","AGAMB","X","EOG0917084P","AGAP000617","+",11211731,11214299,NA
"58179","AGAMB","X","EOG091708V5","AGAP000618","-",11214787,11215532,NA
"58180","AGAMB","X","EOG091705CG","AGAP000619","+",11219754,11222619,NA
"58181","AGAMB","X","EOG091703RC","AGAP000620","-",11229300,11231403,NA
"58182","AGAMB","X","EOG091704A0","AGAP000621","+",11233957,11236530,NA
"58183","AGAMB","X","EOG091705QR","AGAP000622","+",11242445,11252784,NA
"58184","AGAMB","X","EOG091701GD","AGAP000623","-",11255398,11258226,NA
"58185","AGAMB","X","EOG09170B97","AGAP000624","+",11260720,11261142,NA
"58186","AGAMB","X","EOG091704PL","AGAP000625","+",11264037,11267188,NA
"58187","AGAMB","X","EOG091708F2","AGAP000626","-",11272364,11278512,NA
"58188","AGAMB","X","EOG091709ZZ","AGAP000628","+",11306055,11306765,NA
"58189","AGAMB","X","EOG091701VW","AGAP000629","-",11320153,11323879,0.01
"58190","AGAMB","X","EOG091700BH","AGAP000630","-",11335152,11352646,NA
"58191","AGAMB","X","EOG091700IT","AGAP000631","-",11356872,11361245,NA
"58192","AGAMB","X","EOG091701DZ","AGAP000634","-",11376128,11379341,NA
"58193","AGAMB","X","EOG0917005I","AGAP000635","+",11387693,11397817,NA
"58194","AGAMB","X","EOG09170ACP","AGAP000636","+",11400325,11401076,NA
"58195","AGAMB","X","EOG09170214","AGAP000637","+",11407473,11411712,NA
"58196","AGAMB","X","EOG091707TS","AGAP000638","+",11413679,11414777,NA
"58197","AGAMB","X","EOG0917075V","AGAP000639","-",11415445,11488785,NA
"58198","AGAMB","X","EOG091701YV","AGAP000640","+",11416806,11417810,NA
"58199","AGAMB","X","EOG0917059S","AGAP000642","-",11422726,11423559,NA
"58200","AGAMB","X","EOG0917059S","AGAP000643","-",11426182,11427015,NA
"58201","AGAMB","X","EOG091707O3","AGAP000646","-",11509008,11520692,NA
"58202","AGAMB","X","EOG091706YZ","AGAP000647","+",11531758,11532084,NA
"58203","AGAMB","X","EOG091703FC","AGAP000648","+",11593838,11595622,NA
"58204","AGAMB","X","EOG091706FX","AGAP000649","-",11597883,11598998,NA
"58205","AGAMB","X","EOG091706CU","AGAP000650","-",11651628,11653316,NA
"58206","AGAMB","X","EOG091704T4","AGAP000651","-",11656334,11657464,0.377
"58207","AGAMB","X","EOG091704W2","AGAP000652","-",11675751,11680405,NA
"58208","AGAMB","X","EOG0917017G","AGAP000653","-",11683504,11686565,NA
"58209","AGAMB","X","EOG09170AFE","AGAP000654","+",11692963,11695536,NA
"58210","AGAMB","X","EOG091709YD","AGAP000655","-",11703376,11703942,0.016
"58211","AGAMB","X","EOG0917028V","AGAP000656","+",11706238,11708034,NA
"58212","AGAMB","X","EOG091704O7","AGAP000657","+",11718049,11720785,NA
"58213","AGAMB","X","EOG091702U3","AGAP000658","-",11722986,11727257,NA
"58214","AGAMB","X","EOG0917004K","AGAP000659","-",11733475,11745014,NA
"58215","AGAMB","X","EOG0917010P","AGAP000660","+",11750947,11754470,NA
"58216","AGAMB","X","EOG091703EW","AGAP000662","+",11767987,11772415,NA
"58217","AGAMB","X","EOG091702XM","AGAP000663","-",11783733,11791669,NA
"58218","AGAMB","X","EOG091701N2","AGAP000666","+",11805260,11808358,NA
"58219","AGAMB","X","EOG091703LS","AGAP000667","+",11817968,11824738,NA
"58220","AGAMB","X","EOG09170BA4","AGAP000669","-",11840462,11840786,NA
"58221","AGAMB","X","EOG091707ZF","AGAP000671","-",11847967,11853440,NA
"58222","AGAMB","X","EOG091703CM","AGAP000672","-",11856460,11874683,NA
"58223","AGAMB","X","EOG091706QF","AGAP000673","-",11918461,11921847,NA
"58224","AGAMB","X","EOG091705P8","AGAP000674","-",12010852,12014869,NA
"58225","AGAMB","X","EOG0917090I","AGAP000675","-",12037670,12038604,NA
"58226","AGAMB","X","EOG091700I5","AGAP000676","+",12064571,12071459,NA
"58227","AGAMB","X","EOG091704ED","AGAP000678","+",12108263,12111019,NA
"58228","AGAMB","X","EOG091704BE","AGAP000679","+",12117667,12119325,NA
"58229","AGAMB","X","EOG091708OL","AGAP000680","-",12119442,12120056,NA
"58230","AGAMB","X","EOG091705TV","AGAP000681","+",12124582,12125880,NA
"58231","AGAMB","X","EOG0917079F","AGAP000682","-",12128805,12129645,NA
"58232","AGAMB","X","EOG091702JC","AGAP000684","+",12135381,12147837,NA
"58233","AGAMB","X","EOG0917003F","AGAP000685","-",12160909,12169682,NA
"58234","AGAMB","X","EOG091700F2","AGAP000686","+",12174016,12182557,NA
"58235","AGAMB","X","EOG0917055B","AGAP000687","+",12284317,12300807,NA
"58236","AGAMB","X","EOG091705IP","AGAP000688","+",12400053,12409855,NA
"58237","AGAMB","X","EOG091708VQ","AGAP000689","-",12427422,12427814,NA
"58238","AGAMB","X","EOG091709DF","AGAP000690","-",12431205,12431759,NA
"58239","AGAMB","X","EOG091708NF","AGAP000691","-",12435496,12436260,NA
"58240","AGAMB","X","EOG09170C39","AGAP000692","-",12437723,12437989,NA
"58241","AGAMB","X","EOG09170C0R","AGAP000693","-",12440803,12441068,NA
"58242","AGAMB","X","EOG09170C05","AGAP000694","+",12442255,12442532,NA
"58243","AGAMB","X","EOG091709SW","AGAP000695","-",12443875,12444668,NA
"58244","AGAMB","X","EOG091706W1","AGAP000696","-",12474727,12484582,0.013
"58245","AGAMB","X","EOG091705JH","AGAP000698","+",12541490,12542613,NA
"58246","AGAMB","X","EOG091705SP","AGAP000699","-",12542919,12545464,NA
"58247","AGAMB","X","EOG091707H8","AGAP000700","+",12550343,12555739,NA
"58248","AGAMB","X","EOG0917019A","AGAP000702","+",12563065,12570020,NA
"58249","AGAMB","X","EOG09170228","AGAP000703","+",12597182,12610383,NA
"58250","AGAMB","X","EOG091701L8","AGAP000707","+",12660502,12671546,NA
"58251","AGAMB","X","EOG091700KW","AGAP000708","+",12682362,12697813,NA
"58252","AGAMB","X","EOG091701HY","AGAP000711","-",12700363,12706040,NA
"58253","AGAMB","X","EOG091703VZ","AGAP000713","+",12728756,12742680,NA
"58254","AGAMB","X","EOG091702HZ","AGAP000714","-",12757892,12760135,NA
"58255","AGAMB","X","EOG091705I3","AGAP000715","-",12859844,12886948,NA
"58256","AGAMB","X","EOG091702P8","AGAP000717","-",13042760,13046835,NA
"58257","AGAMB","X","EOG091702DR","AGAP000718","+",13057069,13066946,NA
"58258","AGAMB","X","EOG0917047K","AGAP000719","-",13067687,13073294,NA
"58259","AGAMB","X","EOG091700N3","AGAP000720","+",13096618,13124464,NA
"58260","AGAMB","X","EOG091705GG","AGAP000721","+",13134120,13136720,NA
"58261","AGAMB","X","EOG091703SN","AGAP000723","+",13142832,13150270,NA
"58262","AGAMB","X","EOG091703QS","AGAP000724","-",13154935,13156918,NA
"58263","AGAMB","X","EOG091706G3","AGAP000725","-",13159583,13160697,NA
"58264","AGAMB","X","EOG091707HS","AGAP000728","+",13240275,13249547,NA
"58265","AGAMB","X","EOG091703CO","AGAP000732","-",13402820,13404913,NA
"58266","AGAMB","X","EOG091706K8","AGAP000733","+",13412128,13413479,NA
"58267","AGAMB","X","EOG091706NE","AGAP000734","+",13417984,13420093,NA
"58268","AGAMB","X","EOG09170712","AGAP000736","+",13432331,13433400,NA
"58269","AGAMB","X","EOG091705LA","AGAP000737","-",13437823,13440117,NA
"58270","AGAMB","X","EOG091707K3","AGAP000738","-",13457281,13458634,NA
"58271","AGAMB","X","EOG0917085L","AGAP000739","-",13489601,13490155,NA
"58272","AGAMB","X","EOG0917069E","AGAP000740","+",13515016,13516168,NA
"58273","AGAMB","X","EOG091703PK","AGAP000741","-",13495101,13501376,NA
"58274","AGAMB","X","EOG091709H8","AGAP000743","+",13593848,13594609,NA
"58275","AGAMB","X","EOG091702PF","AGAP000744","-",13623925,13626564,NA
"58276","AGAMB","X","EOG091704OM","AGAP000745","-",13656841,13658643,NA
"58277","AGAMB","X","EOG091700GF","AGAP000747","+",13684141,13698980,NA
"58278","AGAMB","X","EOG091708KZ","AGAP000748","-",13700537,13728685,NA
"58279","AGAMB","X","EOG091708TI","AGAP000749","+",13712327,13714126,NA
"58280","AGAMB","X","EOG091706S7","AGAP000750","+",13719514,13721657,NA
"58281","AGAMB","X","EOG091707VE","AGAP000751","+",13733158,13734070,NA
"58282","AGAMB","X","EOG091707P4","AGAP000752","-",13735945,13736706,NA
"58283","AGAMB","X","EOG091701DV","AGAP000754","+",13740510,13747835,NA
"58284","AGAMB","X","EOG0917089Q","AGAP000755","+",13749677,13752101,NA
"58285","AGAMB","X","EOG0917034S","AGAP000756","-",13752966,13756307,NA
"58286","AGAMB","X","EOG091703VB","AGAP000757","+",13765428,13766915,NA
"58287","AGAMB","X","EOG0917065A","AGAP000758","-",13768360,13769567,NA
"58288","AGAMB","X","EOG0917083P","AGAP000759","+",13772003,13772775,NA
"58289","AGAMB","X","EOG091705EM","AGAP000760","+",13773238,13774629,NA
"58290","AGAMB","X","EOG091705X3","AGAP000762","-",13786756,13788683,NA
"58291","AGAMB","X","EOG091703AA","AGAP000763","+",13791963,13796842,NA
"58292","AGAMB","X","EOG091705S5","AGAP000765","-",13806382,13811913,NA
"58293","AGAMB","X","EOG091708S6","AGAP000767","-",13820065,13824507,NA
"58294","AGAMB","X","EOG0917055X","AGAP000768","+",13840459,13841772,NA
"58295","AGAMB","X","EOG091706T5","AGAP000769","-",13847262,13848469,NA
"58296","AGAMB","X","EOG0917021N","AGAP000770","-",13856868,13859316,NA
"58297","AGAMB","X","EOG0917072K","AGAP000771","-",13860780,13861688,NA
"58298","AGAMB","X","EOG091701TC","AGAP000773","+",13882785,13890371,NA
"58299","AGAMB","X","EOG091700OF","AGAP000774","-",13897924,13911951,NA
"58300","AGAMB","X","EOG091700KA","AGAP000776","-",13918225,13927924,NA
"58301","AGAMB","X","EOG0917038G","AGAP000778","-",13956641,13959716,NA
"58302","AGAMB","X","EOG091701EN","AGAP000779","-",13969857,13978437,NA
"58303","AGAMB","X","EOG09170A90","AGAP000780","+",14238739,14239284,NA
"58304","AGAMB","X","EOG09170A0X","AGAP000781","-",14239602,14240081,NA
"58305","AGAMB","X","EOG091708DW","AGAP000782","+",14242255,14242920,NA
"58306","AGAMB","X","EOG091700TU","AGAP000783","-",14247920,14265405,NA
"58307","AGAMB","X","EOG0917051G","AGAP000784","+",14272839,14274763,NA
"58308","AGAMB","X","EOG091703UI","AGAP000785","-",14279868,14289701,NA
"58309","AGAMB","X","EOG091702Q9","AGAP000786","+",14307483,14318789,NA
"58310","AGAMB","X","EOG091701C5","AGAP000787","+",14325647,14342608,NA
"58311","AGAMB","X","EOG0917031I","AGAP000788","-",14351163,14353159,NA
"58312","AGAMB","X","EOG091707ZZ","AGAP000790","-",14391199,14392146,NA
"58313","AGAMB","X","EOG091703C4","AGAP000791","-",14412075,14415807,NA
"58314","AGAMB","X","EOG0917044G","AGAP000792","+",14428906,14435537,NA
"58315","AGAMB","X","EOG0917090M","AGAP000793","-",14439438,14439960,NA
"58316","AGAMB","X","EOG091702EM","AGAP000794","-",14442142,14443554,NA
"58317","AGAMB","X","EOG091702Z6","AGAP000795","-",14461512,14527163,NA
"58318","AGAMB","X","EOG0917042C","AGAP000797","+",14561683,14577309,NA
"58319","AGAMB","X","EOG0917012D","AGAP000798","-",14600998,14611915,NA
"58320","AGAMB","X","EOG091707DO","AGAP000805","+",14757608,14758303,NA
"58321","AGAMB","X","EOG09170643","AGAP000806","+",14770559,14771699,NA
"58322","AGAMB","X","EOG091706DN","AGAP000807","-",14803707,14805017,NA
"58323","AGAMB","X","EOG091706YN","AGAP000808","-",14828587,14829821,NA
"58324","AGAMB","X","EOG09170823","AGAP000809","+",14838408,14839157,NA
"58325","AGAMB","X","EOG091705M1","AGAP000812","+",14888685,14897240,NA
"58326","AGAMB","X","EOG091708ON","AGAP000813","-",14912392,14913076,NA
"58327","AGAMB","X","EOG091704HO","AGAP000814","+",14915762,14918629,NA
"58328","AGAMB","X","EOG091701K3","AGAP000815","+",14937399,14948907,NA
"58329","AGAMB","X","EOG0917077A","AGAP000816","+",15007941,15008906,NA
"58330","AGAMB","X","EOG0917077A","AGAP000817","+",15003958,15006394,NA
"58331","AGAMB","X","EOG091703DM","AGAP000818","-",15240763,15242715,NA
"58332","AGAMB","X","EOG09170564","AGAP000819","+",15252295,15254168,NA
"58333","AGAMB","X","EOG091708T9","AGAP000820","-",15282116,15283170,NA
"58334","AGAMB","X","EOG0917063O","AGAP000821","+",15317423,15318403,NA
"58335","AGAMB","X","EOG091708AZ","AGAP000822","+",15319714,15320834,NA
"58336","AGAMB","X","EOG091707D5","AGAP000823","+",15327701,15332442,NA
"58337","AGAMB","X","EOG091704KT","AGAP000824","-",15336624,15339248,NA
"58338","AGAMB","X","EOG091703L2","AGAP000825","-",15343949,15345449,NA
"58339","AGAMB","X","EOG091701W9","AGAP000826","+",15348743,15352888,NA
"58340","AGAMB","X","EOG0917004Y","AGAP000829","+",15355950,15364183,NA
"58341","AGAMB","X","EOG091705WI","AGAP000830","-",15367594,15371044,NA
"58342","AGAMB","X","EOG091705VD","AGAP000831","+",15375455,15376480,NA
"58343","AGAMB","X","EOG091708TF","AGAP000833","-",15383955,15384528,NA
"58344","AGAMB","X","EOG0917040Z","AGAP000834","+",15421209,15423290,NA
"58345","AGAMB","X","EOG091703CD","AGAP000835","+",15430743,15434360,NA
"58346","AGAMB","X","EOG091700C9","AGAP000837","-",15438820,15446837,NA
"58347","AGAMB","X","EOG0917082A","AGAP000839","-",15448139,15449297,NA
"58348","AGAMB","X","EOG091702J0","AGAP000840","+",15536995,15539148,NA
"58349","AGAMB","X","EOG091706L6","AGAP000841","-",15543194,15548834,NA
"58350","AGAMB","X","EOG091703N5","AGAP000842","+",15559257,15560320,NA
"58351","AGAMB","X","EOG091706MX","AGAP000843","-",15563043,15564171,NA
"58352","AGAMB","X","EOG09170474","AGAP000847","+",15618828,15688956,NA
